ProcessName,RegionName,Time,Level,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Type,Fuel,EndUse,Agent2
Light Fuel Oil Standalone Generator (1kW),Botswana,2020,fixed,23.782343987823445,1.0,0.7293252156265856,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,10.0,0.3,0.001,16.0,0.089,energy,LFO,electricity,1.0
Medium Hydropower Plant (10-100MW),Botswana,2020,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,0.0,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Nuclear Power Plant,Botswana,2020,fixed,194.6029934043633,1.0,5.8380898021309,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.85,1.0,33.0,0.089,energy,uranium,electricity,1.0
Offshore Wind,Botswana,2020,fixed,125.96397767630647,1.0,5.038685946220194,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,,1.0,100.0,0.089,energy,wind,electricity,1.0
Oil Fired Gas Turbine (SCGT),Botswana,2020,fixed,45.979198376458655,1.0,1.4269406392694066,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,HFO,electricity,1.0
Onshore Wind,Botswana,2020,fixed,47.215880263825476,1.0,1.888635210553019,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.21,1.0,100.0,0.089,energy,wind,electricity,1.0
Small Hydropower Plant (<10MW),Botswana,2020,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,0.031536,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Solar PV (Distributed with Storage),Botswana,2020,fixed,136.98630136986304,1.0,2.739726027397261,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Utility),Botswana,2020,fixed,43.69609335362761,1.0,0.5679223744292239,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Biomass Power Plant,Botswana,2015,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.5,1.0,35.0,0.089,energy,biomass,electricity,1.0
Biomass Power Plant,Botswana,2025,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.5,1.0,35.0,0.089,energy,biomass,electricity,1.0
Biomass Power Plant,Botswana,2030,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.5,1.0,35.0,0.089,energy,biomass,electricity,1.0
Biomass Power Plant,Botswana,2040,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.5,1.0,35.0,0.089,energy,biomass,electricity,1.0
Biomass Power Plant,Botswana,2050,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.5,1.0,35.0,0.089,energy,biomass,electricity,1.0
CSP with Storage,Botswana,2015,fixed,274.1311516996449,1.0,1.8382166412988334,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP with Storage,Botswana,2025,fixed,148.08472856418064,1.0,1.8382166412988334,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP with Storage,Botswana,2030,fixed,119.32394723490616,1.0,1.8382166412988334,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP with Storage,Botswana,2040,fixed,116.05783866057841,1.0,1.8382166412988334,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP with Storage,Botswana,2050,fixed,116.05783866057841,1.0,1.8382166412988334,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP without Storage,Botswana,2015,fixed,191.87595129375956,1.0,1.286783358701167,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP without Storage,Botswana,2025,fixed,103.65930999492645,1.0,1.286783358701167,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP without Storage,Botswana,2030,fixed,83.52359208523593,1.0,1.286783358701167,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP without Storage,Botswana,2040,fixed,81.24048706240488,1.0,1.286783358701167,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
CSP without Storage,Botswana,2050,fixed,81.24048706240488,1.0,1.286783358701167,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.45,1.0,100.0,0.089,energy,solar,electricity,1.0
Coal Power Plant,Botswana,2015,fixed,79.27447995941148,1.0,2.473363774733638,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,35.0,0.85,1.0,37.0,0.089,energy,coal,electricity,1.0
Coal Power Plant,Botswana,2025,fixed,79.27447995941148,1.0,2.473363774733638,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,35.0,0.85,1.0,37.0,0.089,energy,coal,electricity,1.0
Coal Power Plant,Botswana,2030,fixed,79.27447995941148,1.0,2.473363774733638,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,35.0,0.85,1.0,37.0,0.089,energy,coal,electricity,1.0
Coal Power Plant,Botswana,2040,fixed,79.27447995941148,1.0,2.473363774733638,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,35.0,0.85,1.0,37.0,0.089,energy,coal,electricity,1.0
Coal Power Plant,Botswana,2050,fixed,79.27447995941148,1.0,2.473363774733638,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,35.0,0.85,1.0,37.0,0.089,energy,coal,electricity,1.0
Gas Power Plant (CCGT),Botswana,2015,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.85,1.0,48.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (CCGT),Botswana,2025,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.85,1.0,48.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (CCGT),Botswana,2030,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.85,1.0,48.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (CCGT),Botswana,2040,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.85,1.0,48.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (CCGT),Botswana,2050,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,30.0,0.85,1.0,48.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Botswana,2015,fixed,22.196854388635213,1.0,0.6341958396752918,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.85,1.0,30.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Botswana,2025,fixed,22.196854388635213,1.0,0.6341958396752918,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.85,1.0,30.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Botswana,2030,fixed,22.196854388635213,1.0,0.6341958396752918,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.85,1.0,30.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Botswana,2040,fixed,22.196854388635213,1.0,0.6341958396752918,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.85,1.0,30.0,0.089,energy,gas,electricity,1.0
Gas Power Plant (SCGT),Botswana,2050,fixed,22.196854388635213,1.0,0.6341958396752918,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.85,1.0,30.0,0.089,energy,gas,electricity,1.0
Geothermal Power Plant,Botswana,2015,fixed,126.83916793505837,1.0,3.805175038051751,1.0,3.17e-06,1.0,2500.0,500.0,0.0,25.0,0.79,1.0,80.0,0.089,energy,geothermal,electricity,1.0
Geothermal Power Plant,Botswana,2025,fixed,126.83916793505837,1.0,3.805175038051751,1.0,3.17e-06,1.0,2500.0,500.0,0.0,25.0,0.79,1.0,80.0,0.089,energy,geothermal,electricity,1.0
Geothermal Power Plant,Botswana,2030,fixed,126.83916793505837,1.0,3.805175038051751,1.0,3.17e-06,1.0,2500.0,500.0,0.0,25.0,0.79,1.0,80.0,0.089,energy,geothermal,electricity,1.0
Geothermal Power Plant,Botswana,2040,fixed,126.83916793505837,1.0,3.805175038051751,1.0,3.17e-06,1.0,2500.0,500.0,0.0,25.0,0.79,1.0,80.0,0.089,energy,geothermal,electricity,1.0
Geothermal Power Plant,Botswana,2050,fixed,126.83916793505837,1.0,3.805175038051751,1.0,3.17e-06,1.0,2500.0,500.0,0.0,25.0,0.79,1.0,80.0,0.089,energy,geothermal,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Botswana,2015,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.23,100.0,100.0,0.089,energy,hydro,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Botswana,2025,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.23,100.0,100.0,0.089,energy,hydro,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Botswana,2030,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.23,100.0,100.0,0.089,energy,hydro,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Botswana,2040,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.23,100.0,100.0,0.089,energy,hydro,electricity,1.0
Large Hydropower Plant (Dam) (>100MW),Botswana,2050,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.23,100.0,100.0,0.089,energy,hydro,electricity,1.0
Light Fuel Oil Power Plant,Botswana,2015,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Power Plant,Botswana,2025,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Power Plant,Botswana,2030,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Power Plant,Botswana,2040,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Power Plant,Botswana,2050,fixed,38.05175038051751,1.0,1.1098427194317606,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Botswana,2015,fixed,23.782343987823445,1.0,0.7293252156265856,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,10.0,0.3,0.001,16.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Botswana,2025,fixed,23.782343987823445,1.0,0.7293252156265856,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,10.0,0.3,0.001,16.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Botswana,2030,fixed,23.782343987823445,1.0,0.7293252156265856,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,10.0,0.3,0.001,16.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Botswana,2040,fixed,23.782343987823445,1.0,0.7293252156265856,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,10.0,0.3,0.001,16.0,0.089,energy,LFO,electricity,1.0
Light Fuel Oil Standalone Generator (1kW),Botswana,2050,fixed,23.782343987823445,1.0,0.7293252156265856,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,10.0,0.3,0.001,16.0,0.089,energy,LFO,electricity,1.0
Medium Hydropower Plant (10-100MW),Botswana,2015,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,0.0,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Medium Hydropower Plant (10-100MW),Botswana,2025,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,0.0,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Medium Hydropower Plant (10-100MW),Botswana,2030,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,0.0,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Medium Hydropower Plant (10-100MW),Botswana,2040,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,0.0,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Medium Hydropower Plant (10-100MW),Botswana,2050,fixed,79.27447995941148,1.0,2.3782343987823444,1.0,3.17e-06,1.0,2500.0,500.0,0.0,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Nuclear Power Plant,Botswana,2015,fixed,194.6029934043633,1.0,5.8380898021309,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.85,1.0,33.0,0.089,energy,uranium,electricity,1.0
Nuclear Power Plant,Botswana,2025,fixed,194.6029934043633,1.0,5.8380898021309,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.85,1.0,33.0,0.089,energy,uranium,electricity,1.0
Nuclear Power Plant,Botswana,2030,fixed,194.6029934043633,1.0,5.8380898021309,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.85,1.0,33.0,0.089,energy,uranium,electricity,1.0
Nuclear Power Plant,Botswana,2040,fixed,194.6029934043633,1.0,5.8380898021309,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.85,1.0,33.0,0.089,energy,uranium,electricity,1.0
Nuclear Power Plant,Botswana,2050,fixed,194.6029934043633,1.0,5.8380898021309,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,50.0,0.85,1.0,33.0,0.089,energy,uranium,electricity,1.0
Offshore Wind,Botswana,2015,fixed,158.54895991882296,1.0,5.038685946220194,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,,1.0,100.0,0.089,energy,wind,electricity,1.0
Offshore Wind,Botswana,2025,fixed,95.79211060375445,1.0,5.038685946220194,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,,1.0,100.0,0.089,energy,wind,electricity,1.0
Offshore Wind,Botswana,2030,fixed,77.68899036022324,1.0,5.038685946220194,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,,1.0,100.0,0.089,energy,wind,electricity,1.0
Offshore Wind,Botswana,2040,fixed,72.13977676306445,1.0,5.038685946220194,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,,1.0,100.0,0.089,energy,wind,electricity,1.0
Offshore Wind,Botswana,2050,fixed,66.59056316590565,1.0,5.038685946220194,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,,1.0,100.0,0.089,energy,wind,electricity,1.0
Oil Fired Gas Turbine (SCGT),Botswana,2015,fixed,45.979198376458655,1.0,1.4269406392694066,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,HFO,electricity,1.0
Oil Fired Gas Turbine (SCGT),Botswana,2025,fixed,45.979198376458655,1.0,1.4269406392694066,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,HFO,electricity,1.0
Oil Fired Gas Turbine (SCGT),Botswana,2030,fixed,45.979198376458655,1.0,1.4269406392694066,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,HFO,electricity,1.0
Oil Fired Gas Turbine (SCGT),Botswana,2040,fixed,45.979198376458655,1.0,1.4269406392694066,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,HFO,electricity,1.0
Oil Fired Gas Turbine (SCGT),Botswana,2050,fixed,45.979198376458655,1.0,1.4269406392694066,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.8,1.0,35.0,0.089,energy,HFO,electricity,1.0
Onshore Wind,Botswana,2015,fixed,62.94393708777272,1.0,2.5177574835109087,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.21,1.0,100.0,0.089,energy,wind,electricity,1.0
Onshore Wind,Botswana,2025,fixed,37.766362252663626,1.0,1.510654490106545,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.21,1.0,100.0,0.089,energy,wind,electricity,1.0
Onshore Wind,Botswana,2030,fixed,34.46854388635211,1.0,1.3787417554540842,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.21,1.0,100.0,0.089,energy,wind,electricity,1.0
Onshore Wind,Botswana,2040,fixed,29.585235920852362,1.0,1.1834094368340944,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.21,1.0,100.0,0.089,energy,wind,electricity,1.0
Onshore Wind,Botswana,2050,fixed,29.585235920852362,1.0,1.1834094368340944,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,25.0,0.21,1.0,100.0,0.089,energy,wind,electricity,1.0
Small Hydropower Plant (<10MW),Botswana,2015,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,0.031536,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Small Hydropower Plant (<10MW),Botswana,2025,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,0.031536,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Small Hydropower Plant (<10MW),Botswana,2030,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,0.031536,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Small Hydropower Plant (<10MW),Botswana,2040,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,0.031536,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Small Hydropower Plant (<10MW),Botswana,2050,fixed,95.12937595129378,1.0,2.8538812785388132,1.0,3.17e-06,1.0,2500.0,500.0,0.031536,50.0,0.23,10.0,100.0,0.089,energy,hydro,electricity,1.0
Solar PV (Distributed with Storage),Botswana,2015,fixed,216.8949771689498,1.0,2.739726027397261,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Distributed with Storage),Botswana,2025,fixed,108.28893962455608,1.0,2.739726027397261,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Distributed with Storage),Botswana,2030,fixed,85.6164383561644,1.0,2.739726027397261,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Distributed with Storage),Botswana,2040,fixed,66.30517503805176,1.0,2.739726027397261,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Distributed with Storage),Botswana,2050,fixed,66.30517503805176,1.0,2.739726027397261,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Utility),Botswana,2015,fixed,68.65169964485034,1.0,0.5679223744292239,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Utility),Botswana,2025,fixed,31.20243531202436,1.0,0.5679223744292239,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Utility),Botswana,2030,fixed,28.09487569761543,1.0,0.5679223744292239,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Utility),Botswana,2040,fixed,22.9261796042618,1.0,0.5679223744292239,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
Solar PV (Utility),Botswana,2050,fixed,22.9261796042618,1.0,0.5679223744292239,1.0,3.17e-06,1.0,2500.0,500.0,50000.0,24.0,0.35,1.0,100.0,0.089,energy,solar,electricity,1.0
