ProcessName,RegionName,Time,Level,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Type,Fuel,EndUse,Agent2
Small Hydropower Plant (<10MW),Kenya,2020,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,0,0,0,50,0.48,10,100,0.1,energy,hydro,electricity,1
Solar PV (Distributed with Storage),Kenya,2020,fixed,136.9863014,1,2.739726027,1,3.17E-06,1,10,5,10000,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Utility),Kenya,2020,fixed,43.69609335,1,0.568049214,1,3.17E-06,1,10,5,5.184,24,0.32,1,100,0.1,energy,solar,electricity,1
Biomass Power Plant,Kenya,2015,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,10000,30,0.5,1,35,0.1,energy,biomass,electricity,1
Biomass Power Plant,Kenya,2025,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,10000,30,0.5,1,35,0.1,energy,biomass,electricity,1
Biomass Power Plant,Kenya,2030,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,90,30,0.5,1,35,0.1,energy,biomass,electricity,1
Biomass Power Plant,Kenya,2040,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,186,30,0.5,1,35,0.1,energy,biomass,electricity,1
Biomass Power Plant,Kenya,2050,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,360,30,0.5,1,35,0.1,energy,biomass,electricity,1
CSP with Storage,Kenya,2015,fixed,274.1311517,1,1.838216641,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP with Storage,Kenya,2025,fixed,148.0847286,1,1.838216641,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP with Storage,Kenya,2030,fixed,119.3239472,1,1.838216641,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP with Storage,Kenya,2040,fixed,116.0578387,1,1.838216641,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP with Storage,Kenya,2050,fixed,116.0578387,1,1.838216641,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP without Storage,Kenya,2015,fixed,191.8759513,1,1.286783359,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP without Storage,Kenya,2025,fixed,103.65931,1,1.286783359,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP without Storage,Kenya,2030,fixed,83.52359209,1,1.286783359,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP without Storage,Kenya,2040,fixed,81.24048706,1,1.286783359,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
CSP without Storage,Kenya,2050,fixed,81.24048706,1,1.286783359,1,3.17E-06,1,10,5,10000,30,0.45,1,100,0.1,energy,solar,electricity,1
Coal Power Plant,Kenya,2015,fixed,79.27447996,1,2.473363775,1,3.17E-06,1,0,0,0,35,0.85,1,37,0.1,energy,coal,electricity,1
Coal Power Plant,Kenya,2025,fixed,79.27447996,1,2.473363775,1,3.17E-06,1,0,0,0,35,0.85,1,37,0.1,energy,coal,electricity,1
Coal Power Plant,Kenya,2030,fixed,79.27447996,1,2.473363775,1,3.17E-06,1,0,0,0,35,0.85,1,37,0.1,energy,coal,electricity,1
Coal Power Plant,Kenya,2040,fixed,79.27447996,1,2.473363775,1,3.17E-06,1,0,0,0,35,0.85,1,37,0.1,energy,coal,electricity,1
Coal Power Plant,Kenya,2050,fixed,79.27447996,1,2.473363775,1,3.17E-06,1,0,0,0,35,0.85,1,37,0.1,energy,coal,electricity,1
Gas Power Plant (CCGT),Kenya,2015,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,30,0.85,1,48,0.1,energy,gas,electricity,1
Gas Power Plant (CCGT),Kenya,2025,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,30,0.85,1,48,0.1,energy,gas,electricity,1
Gas Power Plant (CCGT),Kenya,2030,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,30,0.85,1,48,0.1,energy,gas,electricity,1
Gas Power Plant (CCGT),Kenya,2040,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,30,0.85,1,48,0.1,energy,gas,electricity,1
Gas Power Plant (CCGT),Kenya,2050,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,30,0.85,1,48,0.1,energy,gas,electricity,1
Gas Power Plant (SCGT),Kenya,2015,fixed,22.19685439,1,0.63419584,1,3.17E-06,1,0,0,0,25,0.85,1,30,0.1,energy,gas,electricity,1
Gas Power Plant (SCGT),Kenya,2025,fixed,22.19685439,1,0.63419584,1,3.17E-06,1,0,0,0,25,0.85,1,30,0.1,energy,gas,electricity,1
Gas Power Plant (SCGT),Kenya,2030,fixed,22.19685439,1,0.63419584,1,3.17E-06,1,0,0,0,25,0.85,1,30,0.1,energy,gas,electricity,1
Gas Power Plant (SCGT),Kenya,2040,fixed,22.19685439,1,0.63419584,1,3.17E-06,1,0,0,0,25,0.85,1,30,0.1,energy,gas,electricity,1
Gas Power Plant (SCGT),Kenya,2050,fixed,22.19685439,1,0.63419584,1,3.17E-06,1,0,0,0,25,0.85,1,30,0.1,energy,gas,electricity,1
Geothermal Power Plant,Kenya,2015,fixed,126.8391679,1,3.805175038,1,3.17E-06,1,10,5,315.36,25,0.79,1,80,0.1,energy,geothermal,electricity,1
Geothermal Power Plant,Kenya,2025,fixed,126.8391679,1,3.805175038,1,3.17E-06,1,10,5,315.36,25,0.79,1,80,0.1,energy,geothermal,electricity,1
Geothermal Power Plant,Kenya,2030,fixed,126.8391679,1,3.805175038,1,3.17E-06,1,10,5,315.36,25,0.79,1,80,0.1,energy,geothermal,electricity,1
Geothermal Power Plant,Kenya,2040,fixed,126.8391679,1,3.805175038,1,3.17E-06,1,10,5,315.36,25,0.79,1,80,0.1,energy,geothermal,electricity,1
Geothermal Power Plant,Kenya,2050,fixed,126.8391679,1,3.805175038,1,3.17E-06,1,10,5,315.36,25,0.79,1,80,0.1,energy,geothermal,electricity,1
Large Hydropower Plant (Dam) (>100MW),Kenya,2015,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,10,5,10000,50,0.48,100,100,0.1,energy,hydro,electricity,1
Large Hydropower Plant (Dam) (>100MW),Kenya,2025,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,10,5,10000,50,0.48,100,100,0.1,energy,hydro,electricity,1
Large Hydropower Plant (Dam) (>100MW),Kenya,2030,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,10,5,10000,50,0.48,100,100,0.1,energy,hydro,electricity,1
Large Hydropower Plant (Dam) (>100MW),Kenya,2040,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,10,5,10000,50,0.48,100,100,0.1,energy,hydro,electricity,1
Large Hydropower Plant (Dam) (>100MW),Kenya,2050,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,10,5,10000,50,0.48,100,100,0.1,energy,hydro,electricity,1
Light Fuel Oil Power Plant,Kenya,2015,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,LFO,electricity,1
Light Fuel Oil Power Plant,Kenya,2025,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,LFO,electricity,1
Light Fuel Oil Power Plant,Kenya,2030,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,LFO,electricity,1
Light Fuel Oil Power Plant,Kenya,2040,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,LFO,electricity,1
Light Fuel Oil Power Plant,Kenya,2050,fixed,38.05175038,1,1.109842719,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,LFO,electricity,1
Light Fuel Oil Standalone Generator (1kW),Kenya,2015,fixed,23.78234399,1,0.729325216,1,3.17E-06,1,0,0,0,10,0.3,0.001,16,0.1,energy,LFO,electricity,1
Light Fuel Oil Standalone Generator (1kW),Kenya,2025,fixed,23.78234399,1,0.729325216,1,3.17E-06,1,0,0,0,10,0.3,0.001,16,0.1,energy,LFO,electricity,1
Light Fuel Oil Standalone Generator (1kW),Kenya,2030,fixed,23.78234399,1,0.729325216,1,3.17E-06,1,0,0,0,10,0.3,0.001,16,0.1,energy,LFO,electricity,1
Light Fuel Oil Standalone Generator (1kW),Kenya,2040,fixed,23.78234399,1,0.729325216,1,3.17E-06,1,0,0,0,10,0.3,0.001,16,0.1,energy,LFO,electricity,1
Light Fuel Oil Standalone Generator (1kW),Kenya,2050,fixed,23.78234399,1,0.729325216,1,3.17E-06,1,0,0,0,10,0.3,0.001,16,0.1,energy,LFO,electricity,1
Medium Hydropower Plant (10-100MW),Kenya,2015,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,189.216,50,0.48,10,100,0.1,energy,hydro,electricity,1
Medium Hydropower Plant (10-100MW),Kenya,2025,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,189.216,50,0.48,10,100,0.1,energy,hydro,electricity,1
Medium Hydropower Plant (10-100MW),Kenya,2030,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,189.216,50,0.48,10,100,0.1,energy,hydro,electricity,1
Medium Hydropower Plant (10-100MW),Kenya,2040,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,189.216,50,0.48,10,100,0.1,energy,hydro,electricity,1
Medium Hydropower Plant (10-100MW),Kenya,2050,fixed,79.27447996,1,2.378234399,1,3.17E-06,1,10,5,189.216,50,0.48,10,100,0.1,energy,hydro,electricity,1
Nuclear Power Plant,Kenya,2015,fixed,194.6029934,1,5.838089802,1,3.17E-06,1,0,0,0,50,0.85,1,33,0.1,energy,uranium,electricity,1
Nuclear Power Plant,Kenya,2025,fixed,194.6029934,1,5.838089802,1,3.17E-06,1,0,0,0,50,0.85,1,33,0.1,energy,uranium,electricity,1
Nuclear Power Plant,Kenya,2030,fixed,194.6029934,1,5.838089802,1,3.17E-06,1,0,0,0,50,0.85,1,33,0.1,energy,uranium,electricity,1
Nuclear Power Plant,Kenya,2040,fixed,194.6029934,1,5.838089802,1,3.17E-06,1,0,0,0,50,0.85,1,33,0.1,energy,uranium,electricity,1
Nuclear Power Plant,Kenya,2050,fixed,194.6029934,1,5.838089802,1,3.17E-06,1,0,0,0,50,0.85,1,33,0.1,energy,uranium,electricity,1
Offshore Wind,Kenya,2015,fixed,158.5489599,1,6.341958397,1,3.17E-06,1,10,5,10000,25,0.45,1,100,0.1,energy,wind,electricity,1
Offshore Wind,Kenya,2025,fixed,95.7921106,1,3.831684424,1,3.17E-06,1,10,5,10000,25,0.45,1,100,0.1,energy,wind,electricity,1
Offshore Wind,Kenya,2030,fixed,77.68899036,1,3.107559614,1,3.17E-06,1,10,5,30,25,0.45,1,100,0.1,energy,wind,electricity,1
Offshore Wind,Kenya,2040,fixed,72.13977676,1,2.885591071,1,3.17E-06,1,10,5,62,25,0.45,1,100,0.1,energy,wind,electricity,1
Offshore Wind,Kenya,2050,fixed,66.59056317,1,2.663622527,1,3.17E-06,1,10,5,120,25,0.45,1,100,0.1,energy,wind,electricity,1
Oil Fired Gas Turbine (SCGT),Kenya,2015,fixed,45.97919838,1,1.426940639,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,HFO,electricity,1
Oil Fired Gas Turbine (SCGT),Kenya,2025,fixed,45.97919838,1,1.426940639,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,HFO,electricity,1
Oil Fired Gas Turbine (SCGT),Kenya,2030,fixed,45.97919838,1,1.426940639,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,HFO,electricity,1
Oil Fired Gas Turbine (SCGT),Kenya,2040,fixed,45.97919838,1,1.426940639,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,HFO,electricity,1
Oil Fired Gas Turbine (SCGT),Kenya,2050,fixed,45.97919838,1,1.426940639,1,3.17E-06,1,0,0,0,25,0.8,1,35,0.1,energy,HFO,electricity,1
Onshore Wind,Kenya,2015,fixed,62.94393709,1,2.517757484,1,3.17E-06,1,10,5,10000,25,0.21,1,100,0.1,energy,wind,electricity,1
Onshore Wind,Kenya,2025,fixed,37.76636225,1,1.51065449,1,3.17E-06,1,10,5,10000,25,0.21,1,100,0.1,energy,wind,electricity,1
Onshore Wind,Kenya,2030,fixed,34.46854389,1,1.378741755,1,3.17E-06,1,10,5,45,25,0.21,1,100,0.1,energy,wind,electricity,1
Onshore Wind,Kenya,2040,fixed,29.58523592,1,1.183409437,1,3.17E-06,1,10,5,93,25,0.21,1,100,0.1,energy,wind,electricity,1
Onshore Wind,Kenya,2050,fixed,29.58523592,1,1.183409437,1,3.17E-06,1,10,5,180,25,0.21,1,100,0.1,energy,wind,electricity,1
Small Hydropower Plant (<10MW),Kenya,2015,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,0,0,0,50,0.48,10,100,0.1,energy,hydro,electricity,1
Small Hydropower Plant (<10MW),Kenya,2025,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,0,0,0,50,0.48,10,100,0.1,energy,hydro,electricity,1
Small Hydropower Plant (<10MW),Kenya,2030,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,0,0,0,50,0.48,10,100,0.1,energy,hydro,electricity,1
Small Hydropower Plant (<10MW),Kenya,2040,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,0,0,0,50,0.48,10,100,0.1,energy,hydro,electricity,1
Small Hydropower Plant (<10MW),Kenya,2050,fixed,95.12937595,1,2.853881279,1,3.17E-06,1,0,0,0,50,0.48,10,100,0.1,energy,hydro,electricity,1
Solar PV (Distributed with Storage),Kenya,2015,fixed,216.8949772,1,2.739726027,1,3.17E-06,1,10,5,10000,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Distributed with Storage),Kenya,2025,fixed,108.2889396,1,2.739726027,1,3.17E-06,1,10,5,10000,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Distributed with Storage),Kenya,2030,fixed,85.61643836,1,2.739726027,1,3.17E-06,1,10,5,10000,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Distributed with Storage),Kenya,2040,fixed,66.30517504,1,2.739726027,1,3.17E-06,1,10,5,10000,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Distributed with Storage),Kenya,2050,fixed,66.30517504,1,2.739726027,1,3.17E-06,1,10,5,10000,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Utility),Kenya,2015,fixed,68.65169964,1,0.892472095,1,3.17E-06,1,10,5,10000,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Utility),Kenya,2025,fixed,31.20243531,1,0.405631659,1,3.17E-06,1,10,5,10000,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Utility),Kenya,2030,fixed,28.0948757,1,0.365233384,1,3.17E-06,1,10,5,45,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Utility),Kenya,2040,fixed,22.9261796,1,0.298040335,1,3.17E-06,1,10,5,93,24,0.32,1,100,0.1,energy,solar,electricity,1
Solar PV (Utility),Kenya,2050,fixed,22.9261796,1,0.298040335,1,3.17E-06,1,10,5,180,24,0.32,1,100,0.1,energy,solar,electricity,1
Onshore Wind (With Storage),Kenya,2015,fixed,73.56,1,2.517757484,1,3.17E-06,1,10,5,10000,25,0.206485416,1,100,0.1,energy,wind,electricity,1
Onshore Wind (With Storage),Kenya,2020,fixed,55.02,1,1.888635211,1,3.17E-06,1,10,5,5.184,25,0.206485416,1,100,0.1,energy,wind,electricity,1
Onshore Wind (With Storage),Kenya,2025,fixed,42.81,1,1.51065449,1,3.17E-06,1,10,5,10000,25,0.206485416,1,100,0.1,energy,wind,electricity,1
Onshore Wind (With Storage),Kenya,2030,fixed,38.14,1,1.378741755,1,3.17E-06,1,10,5,45,25,0.206485416,1,100,0.1,energy,wind,electricity,1
Onshore Wind (With Storage),Kenya,2040,fixed,32.55,1,1.183409437,1,3.17E-06,1,10,5,93,25,0.206485416,1,100,0.1,energy,wind,electricity,1
Onshore Wind (With Storage),Kenya,2050,fixed,31.85,1,1.183409437,1,3.17E-06,1,10,5,180,25,0.206485416,1,100,0.1,energy,wind,electricity,1
