lookup,country_code,group,id,powerplant,pp_life_time,year_built,capacity
ZAF3PWRCSP001,ZAF,PWRCSP001,3,KathuSolarPar16654,,2009,0.1
ZAF4PWRCSP001,ZAF,PWRCSP001,4,KhiSolarPower16657,,2016,0.05
ZAF0PWRNGS001,ZAF,PWRNGS001,0,Acacia16610,30.0,1976,0.171
ZAF1PWRNGS001,ZAF,PWRNGS001,1,PortRex16685,30.0,1976,0.171
ZAF0PWRHYD003,ZAF,PWRHYD003,0,BethlehemHydro16617,80.0,2009,0.007
ZAF0PWRHYD001,ZAF,PWRHYD001,0,Drakensberg16632,80.0,1981,0.999
ZAF1PWRHYD001,ZAF,PWRHYD001,1,Gariep16638,80.0,1971,0.36
ZAF0PWRHYD002,ZAF,PWRHYD002,0,Neusberg16680,80.0,1974,0.013
ZAF2PWRHYD001,ZAF,PWRHYD001,2,Palmiet16683,80.0,1988,0.4
ZAF3PWRHYD001,ZAF,PWRHYD001,3,Vanderkloof16706,80.0,1977,0.24
ZAF0PWRNUC,ZAF,PWRNUC,0,Capacity Scaler,60.0,1984,0.06
ZAF1PWRNUC,ZAF,PWRNUC,1,Koeberg16660,60.0,1984,1.8
ZAF0PWROHC002,ZAF,PWROHC002,0,Ankerlig16613,30.0,2007,1.325
ZAF1PWROHC002,ZAF,PWROHC002,1,Gourikwa16640,30.0,2007,0.741
ZAF0PWRSOL001,ZAF,PWRSOL001,0,AdamsSolarPV16611,20.0,2014,0.083
ZAF1PWRSOL001,ZAF,PWRSOL001,1,AriesSolarPow16614,20.0,2014,0.011
ZAF2PWRSOL001,ZAF,PWRSOL001,2,AuroraSolarPo16616,20.0,2014,0.01
ZAF3PWRSOL001,ZAF,PWRSOL001,3,BoshoffSolarP16620,20.0,2014,0.06
ZAF4PWRSOL001,ZAF,PWRSOL001,4,DeAar3Solar16629,20.0,2016,0.075
ZAF5PWRSOL001,ZAF,PWRSOL001,5,DeAarMainst16627,20.0,2014,0.05
ZAF6PWRSOL001,ZAF,PWRSOL001,6,DeAarMulilo16628,20.0,2014,0.01
ZAF7PWRSOL001,ZAF,PWRSOL001,7,DeAarSolarPo16630,20.0,2014,0.048
ZAF8PWRSOL001,ZAF,PWRSOL001,8,DreunbergSolar16633,20.0,2014,0.075
ZAF9PWRSOL001,ZAF,PWRSOL001,9,DroogfonteinSo16634,20.0,2014,0.05
ZAF10PWRSOL001,ZAF,PWRSOL001,10,GreefspanSolar16643,20.0,2012,0.01
ZAF11PWRSOL001,ZAF,PWRSOL001,11,HerbertSolarP16646,20.0,2013,0.019
ZAF12PWRSOL001,ZAF,PWRSOL001,12,JasperSolarPo16649,20.0,2014,0.096
ZAF13PWRSOL001,ZAF,PWRSOL001,13,KalkbultSolar16652,20.0,2014,0.075
ZAF14PWRSOL001,ZAF,PWRSOL001,14,KonkoonsiesII16662,20.0,2014,0.075
ZAF15PWRSOL001,ZAF,PWRSOL001,15,KonkoonsiesSol16663,20.0,2014,0.011
ZAF16PWRSOL001,ZAF,PWRSOL001,16,LesediSolarPo16666,20.0,2014,0.075
ZAF17PWRSOL001,ZAF,PWRSOL001,17,LetsatsiSolar16668,20.0,2014,0.075
ZAF18PWRSOL001,ZAF,PWRSOL001,18,LindeSolarPow16669,20.0,2014,0.04
ZAF19PWRSOL001,ZAF,PWRSOL001,19,MuliloRenewabl16678,20.0,2014,0.01
ZAF20PWRSOL001,ZAF,PWRSOL001,20,MuliloSonnedix16679,20.0,2016,0.086
ZAF21PWRSOL001,ZAF,PWRSOL001,21,PaleisheuwelSo16682,20.0,2014,0.083
ZAF22PWRSOL001,ZAF,PWRSOL001,22,PrieskaMulil16687,20.0,2014,0.02
ZAF23PWRSOL001,ZAF,PWRSOL001,23,PrieskaSolarP16688,20.0,2016,0.086
ZAF24PWRSOL001,ZAF,PWRSOL001,24,PulidaSolarPa16689,20.0,2017,0.083
ZAF25PWRSOL001,ZAF,PWRSOL001,25,RustMo1SolarP16692,20.0,2013,0.007
ZAF26PWRSOL001,ZAF,PWRSOL001,26,SishenSolarPo16694,20.0,2014,0.094
ZAF27PWRSOL001,ZAF,PWRSOL001,27,SlimSunSwartla16695,20.0,2014,0.005
ZAF28PWRSOL001,ZAF,PWRSOL001,28,SolarCapitalD16696,20.0,2014,0.075
ZAF29PWRSOL001,ZAF,PWRSOL001,29,SolarCapitalD16697,20.0,2015,0.075
ZAF30PWRSOL001,ZAF,PWRSOL001,30,SoutpanSolarP16698,20.0,2014,0.028
ZAF31PWRSOL001,ZAF,PWRSOL001,31,SwartlandSolar16699,20.0,2015,0.005
ZAF32PWRSOL001,ZAF,PWRSOL001,32,TomBurkeSolar16700,20.0,2017,0.066
ZAF33PWRSOL001,ZAF,PWRSOL001,33,TouwsrivierSol16701,20.0,2014,0.044
ZAF34PWRSOL001,ZAF,PWRSOL001,34,UpingtonSolar16704,20.0,2014,0.009
ZAF35PWRSOL001,ZAF,PWRSOL001,35,VredendalSolar16707,20.0,2014,0.011
ZAF36PWRSOL001,ZAF,PWRSOL001,36,WitkopSolarPo16710,20.0,2014,0.03
ZAF0PWRWAS001,ZAF,PWRWAS001,0,BisasarRoadLa16618,30.0,2008,0.007
ZAF1PWRWAS001,ZAF,PWRWAS001,1,DundeeBiogas16635,30.0,2016,0.002
ZAF2PWRWAS001,ZAF,PWRWAS001,2,FerroWasteHea16637,30.0,2001,0.002
ZAF3PWRWAS001,ZAF,PWRWAS001,3,HernicWasteHe16647,30.0,2013,0.025
ZAF4PWRWAS001,ZAF,PWRWAS001,4,MariannhillLan16675,30.0,2001,0.002
ZAF5PWRWAS001,ZAF,PWRWAS001,5,PetroSABiogas16684,30.0,2007,0.004
ZAF0PWRWND001,ZAF,PWRWND001,0,AmakhalaEmoyen16612,20.0,2016,0.134
ZAF1PWRWND001,ZAF,PWRWND001,1,ChabaWindFarm16622,20.0,2015,0.021
ZAF2PWRWND001,ZAF,PWRWND001,2,CoegaIDZWindf16623,20.0,2010,0.074
ZAF3PWRWND001,ZAF,PWRWND001,3,Cookhouse16624,20.0,2014,0.139
ZAF4PWRWND001,ZAF,PWRWND001,4,DarlingWindFa16625,20.0,2008,0.005
ZAF5PWRWND001,ZAF,PWRWND001,5,Dassieklip16626,20.0,2014,0.027
ZAF6PWRWND001,ZAF,PWRWND001,6,DorperWindFar16631,20.0,2014,0.1
ZAF7PWRWND001,ZAF,PWRWND001,7,GoudaWindFarm16639,20.0,2015,0.138
ZAF8PWRWND001,ZAF,PWRWND001,8,GrassridgeWind16642,20.0,2015,0.062
ZAF9PWRWND001,ZAF,PWRWND001,9,Hopefield16648,20.0,2014,0.067
ZAF10PWRWND001,ZAF,PWRWND001,10,JeffreysBayW16650,20.0,2014,0.138
ZAF11PWRWND001,ZAF,PWRWND001,11,KarooRenewable16653,20.0,2014,0.074
ZAF12PWRWND001,ZAF,PWRWND001,12,KhobabWind16658,20.0,2009,0.14
ZAF13PWRWND001,ZAF,PWRWND001,13,KlawerWindFar16659,20.0,2014,0.03
ZAF14PWRWND001,ZAF,PWRWND001,14,Loeriesfontein16670,20.0,2017,0.14
ZAF15PWRWND001,ZAF,PWRWND001,15,LongyuanMulilo16672,20.0,2009,0.1
ZAF16PWRWND001,ZAF,PWRWND001,16,LongyuanMulilo16673,20.0,2017,0.144
ZAF17PWRWND001,ZAF,PWRWND001,17,NouportWindFa16681,20.0,2016,0.08
ZAF18PWRWND001,ZAF,PWRWND001,18,RedCap16690,20.0,2015,0.08
ZAF19PWRWND001,ZAF,PWRWND001,19,Sere16693,20.0,2015,0.1
ZAF20PWRWND001,ZAF,PWRWND001,20,TsitsikammaCom16702,20.0,2016,0.095
ZAF21PWRWND001,ZAF,PWRWND001,21,VanStadens16705,20.0,2014,0.027
ZAF22PWRWND001,ZAF,PWRWND001,22,WaainekWindFa16708,20.0,2016,0.023
ZAF23PWRWND001,ZAF,PWRWND001,23,WestCoast116709,20.0,2015,0.094
